검색어,공고 이름,회사 이름,회사 위치,경력,직무분야,게시일,마감일,링크,직군
IB,[글로우서울 / 본사] 재무전략 시니어 담당자 - 경력,(주)글로우서울,서울용산구,경력 5~10년,"재무, 건축",2026-08-25,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54840121,IBD
IB,[자재관리] 물류 시스템 개선으로 동료를 도울 인재를 모십니다,(주)선인,경기용인시 기흥구,경력무관,"자재관리, 식음료, 식품가공, 제과제빵",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583408,IBD
IB,[밀양공무] 안전한 설비 운영으로 동료들에게 기여할 인재,(주)선인,경남밀양시,경력무관,"공무, 시설관리, 식품가공",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583463,IBD
IB,[천안/생산] 협력하여 고품질 제품을 생산할 생산현장 팀원 모집,(주)선인,경남밀양시,경력무관,"생산, 식품가공",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583485,IBD
IB,[천안/품질관리] 고객에게 안전한 식품 제공을 위해 기여할 인재,(주)선인,경남밀양시,경력무관,"품질관리, 식품가공",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583480,IBD
IB,[천안/공무] 안전한 설비 운영으로 동료들에게 기여할 인재,(주)선인,경남밀양시,경력2년↑,"공무, 식품가공",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583492,IBD
IB,[담양/생산] 협력하여 고품질 제품을 생산할 생산현장 팀원 모집,(주)선인,전남광주담양군,경력무관,"생산, 식음료, 식품가공, 제과제빵",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583404,IBD
IB,[자재물류] 동료와 소통하고 이해하며 협업할 인재를 모십니다,(주)선인,경기용인시 기흥구,경력무관,"물류관리, 입고/입하, 출고/출하, 식음료, 식품가공",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583521,IBD
IB,[수입식품 품질관리] 고객에게 안전한 식품을 제공할 인재 채용,(주)선인,경기용인시 기흥구,경력무관,"무역경리, 품질관리, 식음료, 식품가공, 제과제빵",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583179,IBD
IB,[아산/품질관리] 고객에게 안전한 식품 제공을 위해 기여할 인재,(주)선인,충남아산시,경력무관,"품질관리, 식음료, 식품가공",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583354,IBD
IB,[밀양/생산] 협력하여 고품질 제품을 생산할 생산현장 팀원 모집,(주)선인,경남밀양시,경력무관,"생산, 식품가공",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583433,IBD
IB,[천안/자재물류] 동료와 소통하고 이해하며 협업할 인재,(주)선인,경기용인시 기흥구,경력무관,"입고/입하, 출고/출하, 피킹(집품), 식품가공",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583475,IBD
IB,[제주/품질관리]제조공정을 탁월히 관리할 품질관리 팀원 모집,(주)선인,제주제주시,경력무관,"품질관리, 식품가공",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583223,IBD
IB,[영업관리]고객의 편의를 위해 영업활동을 도울 동료를 모십니다,(주)선인,경기용인시 기흥구,경력무관,"영업관리, 식음료, 식품가공, 제과제빵",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583400,IBD
IB,[무역] 수출입을 통해 고객에게 기여할 인재를 모십니다,(주)선인,경기용인시 기흥구,경력무관,"무역경리, 무역사무원, 식음료, 식품가공, 제과제빵",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583188,IBD
IB,[밀양/식품연구] 기여와 일의 의미를 찾으려는 인재를 모십니다,(주)선인,경남밀양시,경력무관,"식품연구, 식음료, 식품가공",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583376,IBD
IB,[용인/생산] 협력하여 고품질 제품을 생산할 생산현장 팀원 모집,(주)선인,경기용인시 기흥구,경력무관,"생산, 식음료, 식품가공, 제과제빵",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583513,IBD
IB,[담양/품질관리] 고객에게 안전한 식품 제공을 위해 기여할 인재,(주)선인,전남광주담양군,경력무관,"품질관리, 식품가공",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583526,IBD
IB,[밀양/총무관리] 동료들에게 편의를 제공하며 기여할 인재 채용,(주)선인,경남밀양시,경력무관,"총무, 식품가공",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583448,IBD
IB,[천안/생산관리] 팀워크를 통해 제품 생산에 기여할 인재,(주)선인,경남밀양시,경력무관,"생산관리, 식품가공",2026-07-28,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583489,IBD
IB,(주)BMC 컨텐츠 기획자 채용,주식회사 비엠크리에이티브컴퍼니,서울용산구,경력3년↑,"MICE, 마케팅, BTL, 콘텐츠기획, 오프라인마케팅 외",2026-08-04,~ 09/19(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54523385,IBD
IB,부동산개발 재무담당 경력직 채용,(주)지산,경기용인시 기흥구,경력5년↑,"감사, 경리, 공인회계사, 세무사, 전산회계 외",2026-08-14,~ 09/03(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54619188,IBD
IB,CEO STAFF (해외투자유치 및 BD/FP&A),(주)드림올,서울중구,신입·경력,"사업개발, 해외시장개척, 바이어발굴/관리, 사업기획, 전략기획 외",2026-08-05,~ 09/03(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54659987,IBD
IB,(주)에프엘자산운용 경력직 채용공고,(주)에프엘자산운용,서울서초구,경력3년↑,"부동산투자, 부동산투자, 부동산운용, 자산관리",2026-08-10,~ 08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54704000,IBD
IB,코트칼리지(COTEcollege)에서 학원 운영 담당자를 모집합니다,코트칼리지(COTEcollege),서울강남구,경력무관,"파트강사, 학원강사, 입시학원, 어학원, 유학원",2026-07-31,~ 09/29(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54621662,IBD
IB,"부동산 투자 및 개발부문(대리~과장, 주니어급)",시드인베스트먼트자산운용(주),서울강남구,경력 3~5년,"자산운용사, 자산관리",2026-08-06,~ 09/03(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54648680,IBD
IB,에스에스아이부산(주) SSI Busan 입학 상담 담당 채용 공고,에스에스아이부산(주),부산해운대구,신입·경력,"교육컨설턴트, 교직원, 교육운영, 교육콘텐츠기획, 입시컨설팅 외",2026-07-14,~ 09/12(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54458513,IBD
IB,[한국어/재택근무] 글로벌 1위 OTT서비스 이용 문의 응대 상담,유니콘맨파워,경기부천시 원미구,경력무관,"고객관리, 상담원, 아웃바운드, 이미지컨설턴트, 인바운드 외",2026-08-25,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54808471,IBD
IB,"투자운용역(신기술/VC, PEF) 및 기획부문 경력직 채용",(주)에이피투자금융,서울강남구,경력 2~10년,"경영기획, 전략기획, 투자심사, 여신",2026-08-17,~ 08/28(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54761400,IBD
IB,[정규직] 모빈스 아껴드림 보험센터 (단순업무),(주)모빈스,서울영등포구,경력무관,"상담원, 인바운드, 전화상담, 채팅상담, 화재보험 외",2026-08-24,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54830637,IBD
IB,Senior Associate / Director - 펀드관리 및 운용지원 인력 채용,유한회사페트리코파트너스,서울종로구,경력6년↑,"외부감사, 자금관리, 자산운용, 회계결산, 사무직 외",2026-07-16,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54483397,IBD
IB,Associate - 펀드관리 및 운용지원 인력 채용,유한회사페트리코파트너스,서울종로구,경력무관,"외부감사, 자금관리, 자산운용, 회계결산, 사무직 외",2026-07-16,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54484088,IBD
IB,"Business Development Analyst (Internship, Mandarin Speaker)",하이퍼리즘유한책임회사,서울관악구,경력무관,"해외시장개척, 시장조사, 시장조사, 데이터분석, 시장조사 외",2026-08-19,~ 08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54746337,IBD
IB,[매년 성장하는 교육기업] 상담·등록 매니저 ㅣ 정규직,(주)로얄아이비,서울강남구,경력무관,"고객관리, 교육운영, 학습상담, 학원생관리, 어학원 외",2026-08-19,~ 09/18(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54782869,IBD
IB,미국계 교과과정 SAT 과목별 강사 공고,에이샙아카데미,서울강남구,경력무관,"과외, 원어민강사, 파트강사, 학원강사, 학생지도 외",2026-08-11,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54712407,IBD
IB,미용브랜드 슈퍼바이저 / 매장관리자 채용(신입가능/미용인우대),이쁘다헤어 대구 동성로스타점,대구중구,경력무관,"미용사, 헤어샵",2026-08-18,~ 09/17(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54771885,IBD
IB,투자 전략 담당 CFO 직속 차장-이사급 [유명 뷰티 중견기업],(주)피플렙,서울구로구,경력 10~20년,"투자전략, 투자검토, 투자분석, 화장품",2026-08-24,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54809734,IBD
IB,더브릿지아카데미 어학원 영어/수학 강사 채용[송도],브릿지아카데미어학원,인천연수구,경력무관,"원어민강사, 학원강사, 어학원, 영어학원",2026-08-23,~ 10/22(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54821011,IBD
IB,투자매니저 및 투자심사 대리급 채용,SMI,경기성남시 분당구,경력 5~17년,"심사역, 투자검토, 투자분석, 투자심사, 투자자문 외",2026-08-24,~ 08/30(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54832340,IBD
IB,[부산] 클래식 페미닌 여성복 디자이너 모집,(주)댄스팜코퍼레이션,부산동구,경력 3~9년,"여성의류, 의상디자인, 여성의류, 의류·의상, 패션 외",2026-07-28,~ 09/02(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54587717,IBD
IB,[R&D] 임상 PM(Project Manager),(주)디엑스앤브이엑스지점,서울금천구,경력 5~15년,"임상PM, 생명과학, 임상시험, CRO, 항암제 외",2026-08-25,~ 09/24(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54842855,IBD
IB,[에이비온] 임상 CTA 인턴(계약직) 채용,에이비온 주식회사,경기성남시 수정구,경력무관,"임상시험, 생명과학, 임상시험, 제약/바이오, 의약·제약 외",2026-08-12,~ 09/11(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54730882,IBD
IB,[스튜디오 오리진] 캐릭터 온라인 MD 채용,(주)스튜디오오리진,서울강남구,경력,"온라인판매, 기획MD, 리테일MD, 브랜드MD, 오프라인MD 외",2026-08-10,~ 09/09(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54704532,IBD
IB,사출 오퍼레이터 및 오퍼레이터 보조 모집,아이비티(IBT),경북칠곡군,경력무관,"설비OP, 기계, 자동차부품",2026-08-20,~ 10/19(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54800642,IBD
IB,IBN유학 강남센터 정규직 - 호주유학 교육플래너 채용,iBN유학,서울서초구,경력무관,"학습매니저, 학습상담, 학원생관리, 유학원, 교육상담 외",2026-07-30,~ 08/29(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54603421,IBD
IB,[금천구/정착금] 롯데면세점 상담사 채용,(주)케이티아이에스,서울금천구,경력무관,"고객관리, 상담원, 아웃바운드, 텔레마케터, CS 외",2026-08-25,~ 09/09(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54844667,IBD
IB,[이그니스] IR 및 투자관리 총괄,(주)이그니스,서울성동구,경력10년↑,"IR/공시, IPO, 경영관리, 자금조달, 식품가공",2026-08-03,~ 08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54352389,IBD
IB,[iComm] CRM Dev Engineer (4년 이상),인포뱅크(주),경기성남시 분당구,경력 4~8년,"AI(인공지능), SE(시스템엔지니어), Python, 백엔드/서버개발, S/W 외",2026-08-11,~ 09/02(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54639368,IBD
IB,[iXpert] Full Stack 개발 PL 채용 (8년 이상),인포뱅크(주),경기성남시 분당구,경력 8~12년,"PL(프로젝트리더), 개발PM, IT컨설팅, 인큐베이팅",2026-08-18,~ 09/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54775347,IBD
IB,[iXpert] 금융권 SI PM (10년 이상),인포뱅크(주),경기성남시 분당구,경력 10~15년,"PM(프로젝트매니저), PMO, 개발PM, IT컨설팅, 인큐베이팅",2026-08-18,~ 09/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54775335,IBD
IB,[아이비리더스]SW 개발자 경력직 채용,(주)아이비리더스,경기과천시,경력8년↑,"Java, Spring, Javascript, SI개발, React 외",2026-07-31,~ 08/30(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54615852,IBD
IB,[토스플레이스 자회사/iShopCARE] CEO Staff (전략 기획),(주)아이샵케어,서울강남구,경력 5~10년,"사업개발, 경영기획, 사업기획, 전략기획, 컨설턴트 외",2026-08-17,~ 09/01(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54360020,IBD
IB,재무 전략 담당자 채용,메가존클라우드(주),경기과천시,경력 5~10년,"법인결산, 예산관리, 외부감사, 자금관리, 자산관리 외",2026-07-27,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54572853,IBD
IB,[중견기업] 기획팀 경영기획(대리급),코리아휴먼리스오스시스템(주),서울송파구,경력 3~5년,"경영기획, 경영분석, 실적관리, KPI관리, 경영관리 외",2026-08-25,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54813586,IBD
IB,[중견기업] 기획팀 경영기획(과~차장),코리아휴먼리스오스시스템(주),서울송파구,경력 7~11년,"경영기획, 경영분석, 실적관리, KPI관리, 경영관리 외",2026-08-25,~ 08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54839501,IBD
IB,[정규직/당산] 시스템 엔지니어 모집 - NVIDIA AI인프라 지원,(주)비엔아이엔씨,서울영등포구,경력3년↑,"SE(시스템엔지니어), 하드웨어, 장비구축, 유지보수, 스토리지",2026-08-10,~ 09/21(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54542051,IBD
IB,[위펀] Sales Lead (B2B 플랫폼/기업복지/신규영업),(주)위펀,서울강남구,경력5년↑,"영업관리, 영업지원, 거래처관리, 고객관리, 영업직 외",2026-08-05,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54379034,IBD
IB,(주)엔테로바이옴 경영기획팀 인원 채용,(주)엔테로바이옴,경기고양시 일산동구,경력7년↑,"경영기획, 경영분석, 투자전략, KPI관리, 기업분석 외",2026-08-11,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54714839,IBD
IB,[밀크터치] 글로벌 마케팅 팀장,(주)올리브인터내셔널,서울서초구,경력 5~12년,"마케팅, 화장품, 뷰티",2026-06-30,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54320751,IBD
IB,[성분에디터] 북미 브랜드 마케팅 팀장,(주)올리브인터내셔널,서울서초구,경력5년↑,"마케팅, 화장품, 뷰티",2026-07-23,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54310835,IBD
IB,[밀크터치] 제품기획 매니저,(주)올리브인터내셔널,서울서초구,경력 5~10년,"상품기획, 화장품, 뷰티",2026-07-13,~ 09/11(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54452884,IBD
IB,[북미/유럽본부] 틱톡샵 (Tiktok Shop) 콘텐츠 마케터,(주)올리브인터내셔널,서울서초구,경력 2~5년,"마케팅, 화장품, 뷰티",2026-08-12,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54378324,IBD
IB,[북미/유럽본부] 틱톡샵 (Tiktok Shop) 마케팅 매니저,(주)올리브인터내셔널,서울서초구,경력 3~7년,"마케팅, 화장품, 뷰티",2026-08-12,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54378341,IBD
IB,[북미/유럽본부] AI 콘텐츠 마케터,(주)올리브인터내셔널,서울서초구,경력 1~5년,"마케팅, 화장품, 뷰티",2026-06-29,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54310690,IBD
IB,[북미/유럽본부] 유럽 아마존 운영 MD,(주)올리브인터내셔널,서울서초구,경력1년↑,"리테일MD, 브랜드MD, 영업MD, 온라인MD, 유통MD 외",2026-07-13,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54449260,IBD
